7896181902553##DISGREN                                      300MCG CX 20 CAP##37,92 
7898146826348##KITAPEN                                      200MG CX 30 COMP##200,33 
7898146826355##KITAPEN                                      200MG CX 60 COMP##400,69 
7898146826294##KITAPEN                                      200MG CX 7 COMP##55,93 
7898146826140##KITAPEN                                      25MG CX 15 COMP##16,28 
7898146826164##KITAPEN                                      25MG CX 30 COMP##32,57 
7898146824368##KITAPEN                                      25MG CX 7 COMP##7,59 
7891268104202##KITNOS                                       500MG CX 6 COMP##12,75 
7896015518332##KIVEXA                                       600+300MG CX 30 COMP##1.045,92 
7891158042430##KLARICID                                     25MG SUS FR 60ML S/DIL PED##48,86 
7891158042423##KLARICID                                     50MG SUS FR 60ML S/DIL PED##91,54 
7891158028526##KLARICID                                     UD 500MG CX 10 COMP##110,01 
7891158038860##KLARICID                                     UD 500MG CX 7 COMP##76,24 
7891158021206##KLARICID IV                                  500MG/ML PO LIOF INJ FA X 10ML##153,11 
7898216360680##KLARITRIL                                    500MG CX 14 COM REV##96,62 
7898216365159##KLARITRIL                                    500MG CX 490 COM REV EMB HOSP##3.381,47 
7898908753233##KLIMAKT-HEEL T                               FR 50 COMP SUBLINGUAIS##34,99 
7898505090250##KLIMATER                                     2,5MG CX 28 COMP##50,11 
7898495600163##KLIMAVIT                                     SEM LICOPENO FR 30 CAP##31,86 
7898495600163##KLIMAVIT                                     30 CAP##34,90 
7898495600170##KLIMAVIT                                     60 CAP##67,38 
7897595615633##KLUFISAN                                     125MG CX 10 CAP##13,72 
7891317421403##KOIDE                                        0,1MG/ML ELIXIR FR 120ML+CM##10,82 
7891317421427##KOIDE                                        0,1MG/ML ELIXIR FR 60ML+CM##5,42 
7891317421434##KOIDE D                                      0,25+2+5+5MG/ML XPE FR 120ML+CM##22,23 
7891317450632##KOIDEXA                                      0,1MG/ML ELIXIR FR 120ML+CM##9,75 
7891317450595##KOIDEXA                                      0,1MG/ML ELIXIR FR 60ML+CM##4,85 
7896422503099##KOLANTYL                                     40+30MG/ML SUS OR FR X 240ML##23,05 
7896422503105##KOLANTYL                                     CX 120 COMP E.M.##80,97 
7896422503358##KOLANTYL                                     CX 30 COMP##23,65 
7896422503129##KOLANTYL                                     DMP FR 200ML##21,88 
7896422503112##KOLANTYL                                     GEL 200ML##19,45 
7896004729541##KOLEVAS                                      10MG CX 30 COMP REV##56,60 
7896004729558##KOLEVAS                                      20MG CX 30 COMP REV##56,60 
7896004729565##KOLEVAS                                      40MG CX 30 COMP REV##113,17 
7896676401578##KOLLAGENASE                                  10MG+0,6UI/G CX 10BG X 30G EMB HOSP##331,59 
7896676402568##KOLLAGENASE                                  10MG+0,6UI/G POM BG 15##19,61 
7896676402544##KOLLAGENASE                                  10MG+0,6UI/G POM BG 30##34,22 
7896676402575##KOLLAGENASE                                  10MG+0,6UI/G POM BG 50##52,40 
7896676401585##KOLLAGENASE                                  S/CLORANF 10MG+0,6UI/G CX 10BG X 30G EMB HOSP##324,32 
7896676402827##KOLLAGENASE                                  S/CLORANF 10MG+0,6UI/G POM DERM BG 30##33,21 
7896676412253##KOLLAGENASE                                  S/CLORANF 10MG+0,6UI/G POM DERM BG 50##54,05 
7896677700373##KOLOGLAN                                     SOL FR 20ML##28,80 
7898060131467##KOLPAZOL                                     100MUI SUS OR FR 50ML##16,06 
7898060131450##KOLPAZOL                                     25MUI CREME VAG BG 60##15,40 
7896422517157##KOLPITRAT                                    62,5+1,25MG+25MUI CREM VG BG 40G+10 APLIC##21,16 
7896016807282##KOMBIGLYBE XR                                5MG/500MG CX 2 BL X 7 COMP##52,53 
7896016807367##KOMBIGLYZE XR                                2.5MG/1000MG CX 10BL X 6 COMP##112,56 
7896016807343##KOMBIGLYZE XR                                2.5MG/1000MG CX 2BL X 7 COMP##26,26 
7896016807350##KOMBIGLYZE XR                                2.5MG/1000MG CX 5BL X 6 COMP##56,29 
7896016807336##KOMBIGLYZE XR                                5MG/1000MG CX 10BL X 6 COMP##225,14 
7896016807312##KOMBIGLYZE XR                                5MG/1000MG CX 2BL X7 COMP##52,53 
7896016807329##KOMBIGLYZE XR                                5MG/1000MG CX 5BL X 6 COMP##112,56 
7896016807305##KOMBIGLYZE XR                                5MG/500MG CX 10BL X 6 COMP##225,14 
7896016807299##KOMBIGLYZE XR                                5MG/500MG CX 5BL X 6 COMP##112,56 
7896016807343##KOMBIGLYZE XR                                2,5+1000MG CX 14 COMP##25,02 
7896016807350##KOMBIGLYZE XR                                2,5+1000MG CX 30 COMP##53,61 
7896016807367##KOMBIGLYZE XR                                2,5+1000MG CX 60 COMP##107,21 
7896016807312##KOMBIGLYZE XR                                5+1000MG CX 14 COMP##50,03 
7896016807329##KOMBIGLYZE XR                                5+1000MG CX 30 COMP##107,21 
7896016807336##KOMBIGLYZE XR                                5+1000MG CX 60 COMP##214,42 
7896016807282##KOMBIGLYZE XR                                5+500MG CX 14 COMP##50,03 
7896016807299##KOMBIGLYZE XR                                5+500MG CX 30 COMP##107,21 
7896016807305##KOMBIGLYZE XR                                5+500MG CX 60 COMP##214,42 
7898208149699##KOPLAN                                       200MG PO LIOF 1FA X 14ML+DIL X 3ML HODP##228,17 
7898208144069##KOPLAN                                       200MG PO LIOF SOL INJ CX 1 AMP+DIL X 3ML HOSP##227,60 
7898487605091##KOPLAN                                       200MG PO LIOF SOL INJ FA+BOLS X 100ML HOSP##216,77 
7898208149705##KOPLAN                                       400MG PO LIOF SOL INJ 1FA X 20ML+DIL X 3ML##419,12 
7898208144052##KOPLAN                                       400MG PO LIOF SOL INJ CX 1 AMP+DIL X 3ML HOSP##455,33 
7896685300657##KRONEL                                       GEL GIN BG 60G+10APLIC##63,94 
7896685301395##KRONEL                                       KRONEL SAB LIQ FR 250ML##27,08 
7896685301494##KRONEL                                       KRONEL SAB LIQ INFANTIL FR 250ML##26,21 
7896685301913##KSLA                                         KSLA KIT-ESPECIAL 250ML + 250ML##27,08 
7896523206929##KURAMED                                      20+1,30MG/ML SOL TOP SPRAY FR 50ML##7,90 
7896523214252##KURAMED SEPT                                 SOL TOP FR X 30ML##7,00 
7896009490545##KWELL                                        SHAMPOO FR 60ML##16,18 
7896226503257##KYTRIL                                       1MG CX 1AMP X 1ML##72,89 
7896226503264##KYTRIL                                       3MG CX 1AMP X 3ML##146,44 
7898216364930##LABCAINA                                     20MG/G GEL BG 30##5,52 
7898216364961##LABCAINA                                     20MG/G GEL CX 100 BG X 30G EMB HOSP##551,37 
7898216361403##LABCAINA                                     50MG POM DERM BG 25##11,48 
7896658005534##LABEL                                        150MG CX 20 COMP##27,57 
7896658005107##LABEL                                        15MG XPE FR 120ML##22,97 
7896658005541##LABEL                                        300MG CX 12 COMP##29,37 
7896658005558##LABEL                                        300MG CX 20 COMP##47,38 
7896658018725##LABEL                                        40MG/ML SOL OR FR 30ML##15,19 
7896658018732##LABEL                                        40MG/ML SOL OR FR 45ML##22,79 
7898216360246##LABERITIN                                    25MG CX 30 COMP##7,32 
7898216360253##LABERITIN                                    75MG CX 30 COMP##13,30 
7896112148746##LABIGERON                                    75MG CX 30 COMP##10,33 
7896637022903##LABIRIN                                      16MG CX 30 COMP##21,11 
7896637023771##LABIRIN                                      24MG CX 30 COMP##28,26 
7896637022897##LABIRIN                                      8MG CX 30 COMP##17,49 
7898331960376##LABOPRIL                                     12,5MG CX 30 COMP##7,41 
7898331960383##LABOPRIL                                     12,5MG CX 50BL X 10 COMP HOSP##120,71 
7898331960390##LABOPRIL                                     25MG CX 30 COMP##11,42 
7898331960406##LABOPRIL                                     25MG CX 50BL X 10 COMP HOSP##186,47 
7898331960413##LABOPRIL                                     50MG CX 30 COMP##24,25 
7898331960420##LABOPRIL                                     50MG CX 50BL X 10 COMP HOSP##395,58 
7896676419184##LABREA                                       10MG CX 200 COMP (EMB HOSP)##784,27 
7896676419207##LABREA                                       10MG CX 30 COMP REV##51,86 
7896676419290##LABREA                                       5MG CX 10 COMP REV##28,25 
7896676419245##LABREA                                       5MG CX 200 COMP (EMB HOSP)##565,05 
7896676419269##LABREA                                       5MG CX 30 COMP REV##51,86 
7896317906851##LACASS                                       66,66MG CX 14 COMP REV##27,87 
7896269900563##LACIPIL                                      4MG CX 14 COMP##44,91 
7898537890019##LACMAX                                       FR 120ML SB AMEIXA##27,66 
7898537890026##LACMAX                                       FR 120ML SB FRUTAS VERMELHAS##27,66 
7896180300183##LACRIBELL                                    1+3MG SOL OFT FR 15ML##10,95 
7896006291398##LACRIFILM                                    5MG/ML SOL OFT FR GTS 10ML##11,09 
7896006290216##LACRIFILM                                    5MG/ML SOL OFT FR GTS 15ML##16,65 
7896006291381##LACRIFILM                                    5MG/ML SOL OFT FR GTS 5ML##5,28 
7896006270744##LACRIFRESH                                   1,4+0,6% SOL OFT FR GTS X 15ML##38,51 
7896261008250##LACRIGEL A                                   10MG GEL OFT BG 10##28,94 
7897316800188##LACRIL                                       1,4% SOL FR 15ML##10,53 
7896548113059##LACRIMA PLUS                                 1+3MG SOL OFT FR GTS 15ML##12,98 
7896094903234##LACTO-PURGA                                  5MG DISP 25BL X 6 COMP##52,93 
7896094904118##LACTO-PURGA                                  CX 16 COMP REV##5,35 
7897655400186##LACTO-VAGIN                                  SOL GIN FR 150ML##11,74 
7898341000017##LACTOFOS                                     CX 15 SACHES X 6##41,82 
7897732627079##LACTON                                       5MG CX 25BL X 4 COMP##20,78 
7896637026307##LACTOSIL                                     10.000 FCC CX 30 SACHES X 2##52,16 
7896637026291##LACTOSIL                                     4.000 FCC CX 30 SACHES X 2##26,08 
