7896023792113##OLEO DE LINHACA                              FR 30 COMP##23,72 
7896261014336##SANDIMMUN                                    50MG INJ CX 10AMP X 5ML##724,35 
7896261001664##SANDIMMUN NEORAL                             100MG CX 50 CAP##326,36 
7896261002791##SANDIMMUN NEORAL                             100MG SOL OR FR 50ML##333,38 
7896261002807##SANDIMMUN NEORAL                             25MG CX 50 CAP##96,02 
7896261001671##SANDIMMUN NEORAL                             50MG CX 50 CAP##192,07 
7896261002869##SANDOMIGRAN                                  0,5MG CX 20 DR##22,05 
7896261014343##SANDOSTATIN                                  0,05MG INJ CX 5AMP X 1ML##170,99 
7896261014329##SANDOSTATIN                                  0,1MG INJ CX 5AMP X 1ML##291,39 
7896261014350##SANDOSTATIN                                  0,5MG INJ CX 5AMP X 1ML##1.269,57 
7896261018389##SANDOSTATIN LAR                              10MG L X 2,0ML##3.212,35 
7896261018396##SANDOSTATIN LAR                              20MG X 2,0ML##4.941,71 
7896261018402##SANDOSTATIN LAR                              30MG  FA+1SER DIL 2,0ML##6.671,27 
7896261003859##SANDOSTATIN LAR                              MPVI 10MG INJ FA+SER 2,5ML S/APLIC##3.212,35 
7896261003866##SANDOSTATIN LAR                              MPVI 20MG INJ FA+SER 2,5ML S/APLIC##4.941,71 
7896261003873##SANDOSTATIN LAR                              MPVI 30MG INJ FA+SER 2,5ML S/APLIC##6.671,27 
7897572000957##SANDRENA                                     0,1PCC GEL CX 28 SACHES X 0,5##21,16 
7897572000933##SANDRENA                                     0,1PCC GEL CX 28 SACHES X 1##38,69 
7896331703528##SANILIN                                      0,5+4MG SOL OR FR NEB 30ML##8,56 
7896331702422##SANILIN                                      1,466+10MG TB 12 PAST SB CEREJA##8,62 
7896331702439##SANILIN                                      1,466+10MG TB 12 PAST SB LARANJA##8,62 
7896331702453##SANILIN                                      1,466+10MG TB 12 PAST SB MENTA##8,62 
7896685302125##SANPROST                                     320MG CX 30 CAP##61,18 
7896685301715##SANPROST                                     320MG CX 15 CAP##36,71 
7898404220124##SANTIAZEPAM                                  10MG CX 1000 COMP HOSP##51,19 
7898404220315##SANTIAZEPAM                                  5MG CX 1000 COMP HOSP##46,24 
7898404220147##SANTIDOR                                     500MG SOL INJ CX 100 AMP X 2ML HOSP##50,19 
7898404220260##SANTROPINA                                   0,25MG SOL INJ CX 100 AMP X 1ML HOSP##44,41 
7898404220253##SANTROPINA                                   0,25MG SOL INJ CX 100 AMP X 2ML HOSP##46,73 
7897572003613##SAPHRIS                                      10MG CX 20 COMP SUBL##132,61 
0000000000000##SAPHRIS                                      10MG CX 60 COMP SUBL##397,84 
7897572003675##SAPHRIS                                      5MG CX 20 COMP SUBL##127,07 
7897572003682##SAPHRIS                                      5MG CX 60 COMP SUBL##381,22 
7896422500272##SARCOTON                                     PO PT 10##16,97 
7891106006460##SARIDON                                      250+150+50 MG CX 20 COMP##11,82 
7891106006446##SARIDON                                      250+150+50MG CX 100 COMP E.M##60,81 
7891106006453##SARIDON                                      250+150+50MG CX 400 COMP E.M##243,25 
7897917001045##SARNERICO                                    FR 100ML##7,23 
7896251800987##SASTID                                       30+100MG SAB 100G (+5% IPI)##10,89 
7896251800178##SASTID                                       30+30MG SHAMPOO FR 120ML##16,24 
7891142181022##SCAFLAM                                      100MG CX 12 COMP##25,07 
7891142181121##SCAFLAM                                      100MG CX 4 COMP##8,35 
7891142181053##SCAFLAM                                      100MG GRAN CX 12 SACH X 2##32,95 
7891142181169##SCAFLAM                                      10MG SUS FR 60ML PED##18,14 
7891142181114##SCAFLAM                                      3% GEL BG 30##17,43 
7891142181046##SCAFLAM                                      50MG SOL FR GTS 15ML##19,64 
7898060138756##SCAFLOGIN                                    100MG CX 12 COMP##11,22 
7898060138749##SCAFLOGIN                                    50MG SUS FR GTS 15ML##10,01 
7896006274506##SCALID                                       100MG CX 12 COMP##14,19 
7897076915061##SCITALAX                                     10MG CX 14 COMP REV##23,09 
7897076915078##SCITALAX                                     10MG CX 28 COMP REV##46,18 
7898149932466##SEACALCIT                                    200UI/DOSE SOL NAS FR X 2ML+NEB##147,63 
7898919603763##SEASONIQUE                                   0,15+0,03+0,01MG CX 91 COMP REV##24,85 
7891317469795##SEBIUM AKN                                   BG 30ML##71,80 
7891317478674##SEBIUM FOAMING                               CX BG 200ML##60,84 
7891317468613##SEBIUM HYDRA                                 BG 40ML##67,95 
7896261012387##SEBIVO                                       600MG CX 28 COMP REV##523,01 
7898049794218##SECDAZOL                                     1000MG CX 2 COMP REV##14,89 
7898049791613##SECDAZOL                                     1000MG CX 250 ENV X 2 COMP EMB HOSP##1.361,59 
7898049794232##SECDAZOL                                     1000MG CX 500 COMP REV EMB HOSP##1.280,29 
7898049794034##SECDAZOL                                     1000MG ENV 2 COMP REV##14,89 
7898109241645##SECFAR                                       1000MG CX 2 COMP REV##13,86 
7898109241638##SECFAR                                       1000MG CX 4 COMP##25,57 
7898109241751##SECFAR                                       1000MG CX 4 COMP REV##24,05 
7898109241584##SECFAR                                       450MG FR 15ML##10,17 
7898109241607##SECFAR                                       900MG FR 30ML##14,25 
7896004704098##SECNAXIDOL                                   1G CX 2 COMP##14,86 
7896070601468##SECNIDAL                                     1000MG CX 2 COMP##21,73 
7896070601451##SECNIDAL                                     1000MG CX 4 COMP##40,73 
7899547502190##SECNIDAZOL                                   1000MG COM REV CT BL AL INC X 70 EMB FRAC##235,69 
7898148296064##SECNIDAZOL                                   1000MG CX 100 COMP REV EMB HOSP##314,71 
7898148296040##SECNIDAZOL                                   1000MG CX 2 COMP REV##12,13 
7898148296095##SECNIDAZOL                                   1000MG CX 200 COMP REV EMB FRAC##537,32 
7898148296071##SECNIDAZOL                                   1000MG CX 4 COMP##24,10 
7896714206981##SECNIDAZOL                                   1G CX 2 COMP##12,56 
7896004705347##SECNIDAZOL                                   30MG PO SUS FR 15ML##8,23 
7896004705323##SECNIDAZOL                                   30MG PO SUS FR 30ML##11,20 
7894916141918##SECNIDAZOL                                   30MG PO SUS FR 30ML+DIL+CM##11,13 
7898148295593##SECNIDAZOL                                   500MG CX 400 COMP REV EM FRAC##583,37 
7899547502152##SECNIDAZOL                                   500MG CX 60 COMP REV EMB FRAC##112,22 
7897595625120##SECNIDAZOL                                   1000MG BL X 2 COMP##11,52 
7897595625137##SECNIDAZOL                                   1000MG BL X 4 COMP##18,27 
7897076911063##SECNIDAZOL                                   1000MG CX 2 COMP##8,24 
7896112121176##SECNIDAZOL                                   1000MG CX 2 COMP##13,19 
7895296260015##SECNIDAZOL                                   1000MG CX 2 COMP REV##13,79 
7897076911070##SECNIDAZOL                                   1000MG CX 4 COMP##16,49 
7896112121183##SECNIDAZOL                                   1000MG CX 4 COMP##24,77 
7895296260022##SECNIDAZOL                                   1000MG CX 4 COMP REV##25,57 
7898148295562##SECNIDAZOL                                   500MG CX 200 COMP REV HOSP##276,25 
7896422505680##SECNIDAZOL                                   1G CX 2 COMP##13,82 
7896422505697##SECNIDAZOL                                   1G CX 4 COMP##25,60 
7898100243167##SECNIDAZOL 2                                 CX. C/ 02 COMP##10,60 
7897595621030##SECNIHEXAL                                   1000MG CX 2 COMP##14,74 
7897595621047##SECNIHEXAL                                   1000MG CX 4 COMP##26,22 
7898060138220##SECNIMAX                                     1000MG CX 2 COMP##12,73 
7898060138237##SECNIMAX                                     1000MG CX 4 COMP##22,02 
7898060138268##SECNITRAT                                    1000MG CX 2 COMP REV##12,63 
7898060138275##SECNITRAT                                    1000MG CX 4 COMP REV##20,99 
7898100243174##SECNIZADOL 4                                 CX C/ 04 COMP##18,01 
4048846001382##SECOTEX                                      0,4MG CX 20 COMP REV##86,24 
4048846001399##SECOTEX                                      0,4MG CX 30 COMP REV##126,82 
7898100243211##SECTIL 2                                     CX 02 COMP##13,47 
7898100243228##SECTIL 4                                     CX 04 COMP##26,42 
7896676415698##SEDADOR                                      SOL ORAL FR15ML##11,48 
7896676420692##SEDADOR                                      500+5+10MG 2BL X 6 CAP##10,10 
7896676420685##SEDADOR                                      SOL ORAL FR X 20ML##21,31 
7896112172727##SEDALEX                                      300+50+35MG/ML SOL OR FR X 20ML##7,30 
7896112191162##SEDALEX                                      35+300+50MG CX 200 COMP##61,43 
7896112191179##SEDALEX                                      35+300+50MG CX 240 COMP##73,73 
7896112191155##SEDALEX                                      35+300+50MG CX 30 COMP##9,20 
7896112178361##SEDALGINA                                    30+300+30MG CX 60 DR##33,10 
7896112122098##SEDALGINA                                    30+300+30MG CX 20 DR##11,56 
7896112123507##SEDALGINA                                    30+300+30MG CX 200 DRG E.M##104,97 
7896112117612##SEDALGINA                                    30+300+30MG CX 30 DR##16,92 
7898049799008##SEDALIVE                                     100MG CX 20 ENV X 10 COMP INF##19,79 
7898049799015##SEDALIVE                                     500MG CX 10 ENV X 10 COMP ADU##28,37 
7898049799022##SEDALIVE                                     500MG CX 100 COMP##27,68 
7896523209173##SEDAMED                                      30+300+30MG CX 20 COMP REV##10,90 
7896523209401##SEDAMED                                      30+300+30MG CX 200 COMP REV E.M##104,40 
7896360001190##SEDANTOL SR                                  FR 30 COMP REV##35,00 
7898000120636##SEDAVAN                                      3MG XPE FR 100ML INF##14,97 
7898000120629##SEDAVAN                                      6MG XPE FR 100ML ADU##18,51 
7896112154402##SEDILAX                                      300+125+50+30MG CX 15 COMP##10,59 
7896112117261##SEDILAX                                      300+125+50+30MG CX 200 COMP EMB HOSP##129,40 
7896112141839##SEDILAX                                      300+125+50+30MG CX 30 COMP##22,90 
7896112154389##SEDILAX                                      300+125+50+30MG CX 4 COMP##2,63 
7893736011609##SEDOL                                        2% SOL ORAL FR GTS 15ML##7,96 
7893736031607##SEDOL                                        30+300+30MG CX 200 COMP##84,66 
7893736021608##SEDOL                                        CX 20 DR##8,24 
7895858010386##SEDOPAN                                      10MG CX 10 COMP REV##17,53 
7895858010416##SEDOPAN                                      10MG CX 30 COMP REV##52,58 
7896261020191##SEEBRITM                                     50MCG CX 12##53,40 
7896261020184##SEEBRITM                                     50MCG X 30##133,51 
7898074618183##SEKI                                         3,54MG XPE FR 120ML+CM##19,09 
7898074618206##SEKI                                         35,4MG SUS ORAL FR GTS 15ML##22,99 
7896094201446##SELECTA                                      0,45+1,5MG CX 28 COMP REV##35,06 
